Juha,Männistö,14.8.2030,Finland
Victor,Samba,10.8.2027,Canada
Édouard,Charbonneau,19.3.2029,Canada
Carl,Chevalier,28.5.2029,Canada
Jimmy,Ostapchuk,21.4.2028,Canada
Erkka,Huusko,16.3.2032,Finland
Kevin,Wenell,11.5.2030,Sweden
Bernhard,Henning,30.1.2030,Germany
Bobby,Koumontzis,20.5.2028,United States
Émile,Bélisle,24.6.2027,Canada
Tanner,Connors,16.7.2029,United States
Devin,Émond,24.6.2029,Canada
Morgan,Bélanger,1.2.2032,Canada
Chris,Kile,18.4.2030,United States
Ivan,Huna,20.3.2028,Slovakia
Anthony,Charbonneau,16.6.2029,Canada
Dallas,Beecher,18.8.2030,United States
Filip,Åhman,30.9.2029,Sweden
Aleksandrs,Stuglis,19.9.2031,Latvia
Jordan,Diakité,29.12.2028,Canada
Daniel,Moen,4.12.2027,Norway
Jonas,Larsen,16.1.2027,Denmark
Noah,Nicholson,15.7.2030,Canada
Dmitry,Sukhov,4.9.2029,Russia
Finn,Myhre,16.1.2031,Norway
Davide,D'Amico,6.7.2028,Italy
Stian,Eike,14.5.2030,Norway
Enrique,Delgado,4.11.2026,Spain
Andrej,Kubus,18.7.2031,Slovakia
Kôhei,Takahashi,13.9.2030,Japan
Lukás,Stejskal,28.2.2031,Czechia
Simon,Diem,26.8.2032,Switzerland
Trevor,Jóhannsson,24.5.2030,United States
Thomas,Tønder,25.4.2031,Denmark
Jean-François,Cornelis,27.11.2031,Belgium
Vidas,Gintalas,25.11.2029,Lithuania
Rick,Neill,28.11.2030,Canada
Dom,Côté,18.3.2027,United States
Joel,Kokkonen,7.4.2027,Finland
Viktor,Petersson,8.2.2031,Sweden
Aleksandrs,Putnins,13.11.2031,Latvia
Janar,Reim,16.4.2032,Estonia
Daniel,Mojzís,4.10.2031,Czechia
Cole,Jodoin,29.3.2030,Canada
John,Cates,8.6.2027,United States
David,Arsenault,19.7.2032,Canada
Logan,Helgeson,22.6.2027,United States
Edoardo,Bettini,26.7.2028,Italy
Sasa,Kostic,13.2.2027,Serbia
David,Muirhead,25.3.2032,Great Britain
Igor,Yeryomenko,5.2.2027,Russia
Alex,DeRidder,22.4.2030,United States
Emil,Niederbach,23.12.2026,Sweden
Marco,Kirwin,27.1.2028,Canada
Ales,Bozic,19.8.2031,Slovenia
Alexander,Bolduc,28.4.2028,Canada
Kristian,Nikkanen,13.12.2026,Finland
Jonas,Bak,27.12.2026,Denmark
Roberts,Berzins,6.12.2027,Latvia
Vladislav,Chernikov,16.4.2028,Russia
Robert,Gagné,21.11.2029,Canada
Shane,Spezia,28.6.2030,United States
Frédérik,Lauzon,18.6.2030,Canada
Per,Petersson,23.12.2031,Sweden
Rob,Proulx,16.9.2029,Canada
Semyon,Kaleshin,11.9.2028,Russia
David,Paquette,3.11.2028,Canada
Remo,Wüthrich,26.3.2029,Switzerland
Josh,Després,23.11.2028,Canada
Roman,Lozhkin,15.6.2031,Russia
Nicolas,Furrer,10.10.2030,Switzerland
David,Pavlík,30.7.2030,Czechia
Björn Orri,Júlíusson,31.1.2030,Iceland
Sebastian,Pfeiffer,18.9.2026,Germany
Sebastian,Räty,23.6.2027,Finland
Alexandre,Michaud,3.6.2032,Canada
Kasper,Kristiansen,7.4.2029,Denmark
Ty,Fiddler,29.7.2032,Canada
Declan,Bliss,25.4.2027,United States
Arik,Mercier,23.3.2028,Canada
Daniel,Brenna,1.8.2032,Norway
Barclay,Peters,2.11.2027,Canada
Carter,Hutson,19.9.2026,United States
Alexey,Denezhkin,15.1.2030,Russia
Zoltán,Szilágyi,11.3.2028,Hungary
Marshall,Aslanidis,24.9.2026,United States
Aleksi,Junnila,28.10.2026,Finland
Craig,Proctor,23.9.2028,Great Britain
Lauri,Seppänen,20.3.2028,Finland
Jarrett,Henry,23.8.2029,Canada
Jaroslav,Veselý,27.2.2028,Czechia
Charlie,Dumont,11.2.2027,Canada
David,Kostal,15.10.2028,Czechia
Daniel,Strobl,4.5.2027,Germany
Steve,Houk,17.10.2028,United States
Daniel,Volráb,14.3.2030,Czechia
Tony,Edgington,24.12.2026,New Zealand
Johan,Karlström,7.4.2031,Sweden
Eetu,Mäkijärvi,5.7.2027,Finland
Ville,Vuorio,23.4.2032,Finland
Lauri,Lämsä,10.5.2027,Finland
Xander,Franco Teixeira,7.10.2031,Netherlands
Mario,Orsic,2.2.2030,Croatia
Chris,Coffman,7.9.2032,United States
Derek,Frey,8.6.2031,United States
Andreas,Malmström,25.8.2032,Sweden
Petr,Pavlík,21.7.2032,Czechia
Gang,Li,9.11.2026,China
Zach,Kirwan,12.2.2029,United States
Jimmy,Fulcher,29.6.2027,Canada
Konstantin,Shevchuk,30.11.2031,Ukraine
Kelton,Fleming,14.10.2029,United States
John,Burr,21.5.2031,Canada
Chris,Damiani,21.7.2030,Canada
Aivars,Egle,4.4.2027,Latvia
Ismo,Räsänen,2.6.2028,Finland
Cornel,Nistor,9.4.2028,Romania
Tobias,Hasa,30.3.2030,Sweden
Saveli,Kabanov,1.9.2031,Russia
Miroslav,Sabo,28.6.2030,Slovakia
Yuriy,Yurchenko,14.4.2027,Ukraine
Vlastimil,Novák,4.2.2030,Czechia
Alexander,Ottosson,12.5.2031,Sweden
Andreas,Mylläri,5.12.2030,Sweden
Sami,Intonen,25.8.2027,Finland
Anders,Sjöberg,3.3.2030,Sweden
Sergei,Faizullin,26.11.2029,Russia
Amir,Abdualiev,10.3.2031,Kazakhstan
Nathan,L'Heureux,4.11.2030,Canada
Markus,Forsström,23.11.2029,Finland
David,Hörtnagl,7.6.2031,Austria
Dylan,Jeffrey,2.2.2028,Canada
Girts,Kozlovs,6.6.2029,Latvia
Eric,Ederer,7.12.2026,United States
Ludvig,Bergström,13.3.2028,Sweden
Valeriy,Sushko,6.9.2028,Belarus
Konrad,Kotwica,30.8.2027,Poland
Brady,Janicke,30.3.2027,United States
Nikita,Borodkin,17.6.2031,Russia
Paolo,Vaccaro,21.5.2032,Italy
Sean,Klehr,17.2.2031,United States
Nick,Robbemond,15.4.2029,Netherlands
Jirí,Cerný,9.6.2029,Czechia
Vladimir,Melnikov,3.1.2029,Russia
Ethan,Kerins,21.7.2029,Canada
Philippe,Massé,10.8.2030,Canada
Gabriel,Makaj,6.3.2027,Canada
Léo,Haas,11.12.2027,Switzerland
Dmitry,Krikunov,30.8.2028,Russia
Jake,Billett,5.3.2031,United States
Dae-Ho,Im,13.2.2030,South Korea
Jules,Quattrone,25.2.2028,France
Stefan,Valach,10.11.2030,Slovakia
Josh,Gatt,15.5.2031,United States
Kyle,Morrisseau,30.11.2031,Canada
Nikolai,Platonov,25.12.2029,Russia
Matt,McMahon,17.4.2032,United States
Markus,Heidrich,8.2.2030,Germany
Yegor,Nikonorov,18.11.2030,Russia
Erik,Miettinen,20.3.2027,Finland
Holger,Köhler,26.1.2031,Germany
Alec,Frank,3.7.2028,United States
Alexey,Yakubov,13.10.2028,Russia
Steven,Avon,28.3.2027,Canada
Christian,Grünwald,21.2.2028,Austria
Miguel Ángel,Velázquez,4.9.2027,Mexico
Brinson,Brookshaw,16.8.2032,Canada
Evan,Porter,9.4.2030,Australia
Sebastian,Döring,13.12.2030,Germany
Alexander,Hasenhüttl,6.1.2027,Austria
Simone,Calori,7.5.2027,Italy
Brian,Lassen,26.8.2032,Denmark
Austin,Barach,28.2.2031,United States
Darko,Vinko,27.12.2031,Slovenia
Morten,Stenersen,25.2.2027,Norway
Vyacheslav,Shagov,26.2.2029,Belarus
Johan,Jansson,31.7.2031,Sweden
Philippe,Ba,10.9.2032,Canada
Teddy,Schmitt,1.3.2030,France
Ivan,Kuleshov,19.3.2032,Russia
Marc,Mader,12.2.2030,Austria
Vaclav,Bílek,30.3.2030,Czechia
Ken,Lanza,11.8.2027,Switzerland
Jarid,Paré,21.5.2027,Canada
Vladimir,Kosecký,24.11.2028,Slovakia
Ville,Mikkonen,11.10.2026,Finland
Parker,Beirnes,2.1.2030,Canada
Trevor,Thrun,23.9.2028,United States
Mike,Moyle,28.3.2030,United States
Nick,DeSimone,7.5.2030,United States
Zinedine,Mendy,4.11.2030,Canada
Ryker,Mandolese,18.12.2028,Canada
Kyle,Bender,20.6.2027,United States
Willem,Ferriero,11.7.2027,United States
Mike,Mahalak,8.4.2027,United States
Richard,Landry,6.11.2029,Canada
Callum,Brushett,20.12.2029,Canada
Ronny,Latta,10.10.2030,Germany
Christian,Bürki,31.10.2030,Switzerland
Joe,Farren,12.5.2030,Canada
Noah,Tremblay,12.4.2034,Canada
Daniel,Amundsen,9.10.2032,Norway
Baker,Adamek,5.1.2037,United States
Marek,Peskovic,1.9.2033,Slovakia
Trevor,Danielson,17.3.2034,Canada
Jiri,Kurka,20.12.2033,Czechia
Roope,Huhtala,18.11.2037,Finland
Igor,Yepifanov,31.12.2037,Russia
Philipp,Baumgart,25.6.2033,Germany
Dmitrijs,Gorkss,16.5.2038,Latvia
Henrik,Muzito Bagenda,7.2.2036,Sweden
Scott,LaBurn,24.12.2035,United States
Michael,Tønder,11.3.2037,Denmark
Alban,Yakin,28.10.2036,Switzerland
Max,Corbeil,4.3.2037,Canada
Linus,Dyk,16.1.2038,Sweden
Stephane,Archambault,29.4.2035,Canada
Martin,Kafka,20.1.2037,Czechia
Ty,McJannet,21.9.2034,Canada
Quinn,Hicketts,3.5.2036,Canada
Alexander,Lundgren,23.11.2033,Sweden
Denis,Masellis,8.4.2035,Canada
Dennis,Todd,20.1.2037,United States
Dominic,Wyse,5.9.2036,United States
Taylor,Larose,15.11.2035,United States
Nicolas,Lapierre,18.1.2036,Canada
Yuri,Polozov,26.1.2038,Russia
Igor,Belyakov,5.11.2036,Russia
Brian,Lacaria,3.5.2037,Canada
Larry,Carnevale,17.2.2035,Canada
Max,Ward,21.6.2035,Canada
Andreas,Popovic,25.2.2035,Sweden
Jacob,Perez,23.6.2033,Canada
Jack,Purtill,6.7.2035,Canada
Evan,Levine,10.6.2033,United States
Joseph,Kronberg,21.7.2038,United States
Janne,Hovi,6.2.2033,Finland
Riley,Mantenuto,17.8.2038,Canada
Mikko,Lajunen,18.7.2037,Finland
Kole,Janvier,10.3.2034,Canada
Ryan,Tuzzolino,15.3.2037,United States
Brandon,Haute,17.11.2037,Canada
Luke,Helleson,26.12.2034,United States
Tommi,Hinkula,28.3.2036,Finland
Sven,Warg,10.10.2034,Sweden
Blake,Flakne,9.3.2035,United States
Robert,Hoffmann,30.1.2033,Germany
Craig,Regier,29.4.2037,Canada
Scott,Petrovic,7.1.2035,Canada
Devin,Burgess,20.11.2032,United States
Jordy,Charbonneau,5.9.2034,Canada
Aku,Tuominen,16.4.2034,Finland
Artyom,Levin,31.8.2034,Russia
Arnaud,Shalla,2.11.2033,Canada
Dylan,Croteau,11.2.2036,Canada
Jakob,Collins,31.3.2033,Canada
Pavel,Tsyplakov,21.10.2037,Russia
Andrew,Rhodes,19.12.2037,United States
Tyler,Sandhu,11.6.2034,Canada
Mario,Obuchowski,1.2.2036,United States
Roman,Skatov,23.4.2034,Russia
Luke,Burgess,24.10.2036,United States
Patrick,Sheen,23.5.2034,Canada
Brett,Sawyer,14.4.2034,Canada
Jon,Cuma,19.7.2037,Canada
Reto,Wieser,30.12.2034,Switzerland
Jared,Pszenyczny,14.9.2038,United States
Philip,Darnell,11.9.2035,Sweden
Taylor,Glendening,10.12.2033,United States
Martin,Vasko,15.10.2036,Slovakia
Ethen,Shellman,21.5.2037,United States
Alex,McCauley,13.11.2033,Canada
Drew,Kiefiuk,25.8.2038,United States
Kevin,Puffer,28.8.2035,United States
Brad,Lepage,5.10.2036,Canada
Brandon,Norman,9.8.2034,United States
Alex,Savard,17.10.2035,Canada
Teemu,Nieminen,25.9.2035,Finland
Oliver,Berlin,5.11.2032,Canada
Lars,Younan,22.3.2036,Sweden
Daniel,Blacker,4.5.2037,Canada
Brandon,Claeys,17.12.2036,Canada
Rudolf,Docekal,13.1.2034,Czechia
Justin,Gay,5.10.2037,Canada
Simon,Lafrance,1.4.2034,Canada
Tristan,Kappos,14.9.2037,Canada
Olexandr,Vorobey,13.6.2034,Ukraine
Brennan,Hotte,2.2.2035,United States
Marco,Benito,18.2.2036,Spain
John,Tarzwell,13.1.2037,Canada
Brooks,Prow,25.3.2037,United States
Joni,Koskela,26.6.2034,Finland
Torsten,Englbrecht,5.12.2033,Germany
Filip,Nordfeldt,4.12.2037,Sweden
Ricky,MacIsaac,24.2.2037,Canada
Cayden,Vasaturo,13.1.2034,United States
Ryan,Hadouir,11.8.2035,Netherlands
Luka,Zajc,5.3.2033,Slovenia
Aleksejs,Blumbergs,17.4.2037,Latvia
Attila,Bognár,11.5.2035,Hungary
Keegan,Ambroz,18.6.2036,United States
Marc,Carrier,14.6.2037,Canada
Tobie,McNamee,26.12.2032,Canada
Sergio,Toledo,20.6.2037,Mexico
Ola,Danielsson,27.4.2038,Sweden
Kai,Celik,22.6.2033,Japan
Tao,Qi,22.8.2033,China
Kevin,Chandler,30.7.2038,Great Britain
Artemi,Yudin,8.8.2036,Belarus
Ho,Shin,2.3.2035,South Korea
Sven,Baltisberger,8.1.2035,Switzerland
Kevin,Boucher,8.7.2037,Canada
Matthias,Haas,27.7.2038,Austria
Logan,Dube,28.4.2033,Canada
Wyatt,Dufort,30.10.2034,Canada
Michal,Florian,25.3.2035,Czechia
Alex,Witkowski,13.6.2033,United States
Alexandre,Bernier,9.12.2032,Canada
Danny,Littlejohn,7.9.2033,Canada
Max,Danielsson,14.10.2032,Sweden
Jesper,Hansson,4.3.2035,Sweden
Cory,Vandervlis,27.6.2034,Canada
Zoran,Aleksic,15.12.2034,Serbia
David,Brassard,19.3.2038,Canada
Sasha,Huhtala,13.6.2037,Finland
Toomas,Ratnikov,20.1.2033,Estonia
Frankie,Downey,31.1.2033,Australia
Tuomas,Aaltonen,17.11.2037,Finland
Artyom,Ovchinnikov,28.9.2036,Russia
Olivier,Da Cruz,24.3.2035,France
Deividas,Rakasius,8.5.2035,Lithuania
Cory,Montpetit,6.3.2037,Canada
Evgeny,Potekhin,14.7.2034,Russia
Guillaume,Ronning,24.8.2035,Canada
Vladislav,Gumar,29.10.2036,Kazakhstan
Jacob,Norrish,5.9.2036,Canada
Lukasz,Wojcik,8.2.2038,Poland
Nikola,Barisic,1.11.2035,Croatia
Troels,Wichmann,3.8.2034,Denmark
Niels,De Pauw,4.8.2038,Belgium
Valeriu,Iacob,16.4.2033,Romania
Thierry,Peters,6.10.2033,Canada
Dillon,Spicer,22.6.2033,United States
Per Gunnar,Pedersen,26.11.2035,Norway
Valeri,Kudryavtsev,22.9.2034,Russia
Liam,Davis,5.1.2036,United States
Dawson,Grimes,11.11.2035,Canada
David,Banks,25.5.2037,New Zealand
Simon,Rodriguez,26.3.2038,United States
Connor,Lacasse,14.12.2034,Canada
Alfonso,Filippi,17.3.2038,Italy
Benjamin,Hamm,12.12.2033,Canada
Rastislav,Stefanka,2.1.2036,Slovakia
Loch,Vandermeer,2.2.2033,Canada
Bryson,Lessard,31.3.2035,Canada
Ondrej,Polak,22.8.2033,Czechia
Ragnar,Guðmundsson,1.12.2035,Iceland
David,Polin,19.6.2033,United States
Braden,Desrochers,8.5.2038,Canada
Mario,Leonard,25.2.2035,Canada
Petri,Laurila,10.2.2037,Finland
Niclas,Boumedienne,12.10.2035,Sweden
Ilya,Kozlovsky,25.8.2036,Russia
Keith,Recktenwald,5.4.2038,United States
Blake,Wolff,7.11.2033,United States
Peter,Yakin,18.3.2036,Switzerland
Derek,Machacek,15.11.2032,Canada
Garrett,Pompi,29.12.2034,United States
Brandon,Fosdisck,24.5.2033,United States
Dennis,Ang,16.6.2035,Canada
Andreas,Magnusson,10.4.2034,Sweden
Dieter,Schwabl,18.3.2036,Germany
Josh,Bouchard,11.1.2036,Canada
Matthew,Browne,10.3.2036,Canada
Simon,Johannesson,9.1.2037,Sweden
Alex,Raskob,30.9.2033,United States
Ivan,Pavlenko,30.6.2036,Russia
Tommy,Issa,8.9.2033,Sweden
Iikka,Aaltonen,3.2.2033,Finland
Mike,Kuntar,10.7.2037,United States
Andrey,Karimov,30.4.2038,Russia
Dustin,Froese,23.2.2035,Canada
Dean,Pineo,12.10.2035,Canada
Joshua,Franco,12.5.2033,United States
Atte,Kallela,1.3.2037,Finland
Aidan,Richard,15.1.2035,Canada
Sebastian,Westlund,2.8.2036,Sweden
Marek,Koubek,22.4.2037,Czechia
Nicklas,Zuhlsdorf,13.4.2038,United States
Tate,Poganski,27.11.2033,United States
Anders,Sundqvist,15.3.2037,Sweden
Viljami,Kulmala,18.2.2033,Finland
Brad,Wichers,29.10.2036,Canada
Bill,Mayhew,24.3.2033,United States
Markus,Tammi,12.2.2037,Finland
Sergey,Pogrebnyak,13.2.2034,Russia
Justin,Leahy,16.2.2038,Canada
Alec,Youds,25.7.2036,United States
Boris,Kazakov,25.10.2035,Russia
Cosimo,Olson,13.7.2038,Canada
Roland,Hollenstein,11.11.2037,Switzerland
Peyton,Fahie,17.4.2038,United States
Dustin,Bleackley,24.4.2034,Canada
Marshall,Linell,29.1.2038,United States
Chris,Yip,20.4.2037,Canada
Jean-Marc,Durand,2.11.2036,Canada
Tyson,Eddington,28.4.2034,Canada
Patrice,Armour,7.4.2035,Canada
Matt,Rees,1.8.2038,Canada
Travis,Groulx,9.2.2035,Canada
Maxim,Ivanchenko,17.2.2033,Russia
Fredrik,Isgren,6.1.2034,Sweden
David,Carey,25.3.2034,United States
Max,Cameron,3.3.2037,Canada
Frank,Ehrhardt,11.5.2037,Canada
Drew,Flynn,20.12.2033,United States
Alexander,Laflamme,16.8.2034,Canada
Alexey,Kravets,11.4.2036,Russia
Johan,Erlandsson,30.7.2038,Sweden
Byron,Lucchini,7.5.2033,Canada
Kalle,Suomela,4.2.2034,Finland
Sam,Wiebe,24.1.2033,Canada
Dominik,Hartmann,2.8.2037,Germany
Jan,Grimm,17.9.2036,Germany
Adam,Janu,26.7.2037,Czechia
Alexander,Ushenin,26.3.2034,Russia
Dominick,Baskin,23.9.2037,United States
Nikolai,Timofeyev,16.6.2033,Russia
Jamie,Siddall,20.1.2035,Canada
Artyom,Zholobov,6.5.2034,Russia
David,Romein,10.8.2035,Canada
Alexei,Vorobyov,27.2.2034,Russia
Dylan,Frei,27.6.2036,Switzerland
Konstantin,Blinov,6.7.2033,Russia
Calle,Forsgren,2.10.2032,Sweden
Tyler,Brauer,20.3.2038,United States
Ivan,Dubrovsky,16.8.2037,Russia
Thierry,Billy,25.4.2034,France
Samuel,Wiklander,6.11.2032,Sweden
Matt,Pryor,8.4.2034,United States
Tyler,Coulombe,12.10.2033,Canada
Andrew,Bouchard,4.5.2035,Canada
Zachary,Benoit,25.1.2036,Canada
Christian,Schmidt,12.2.2038,Canada
Tommi,Valkonen,27.3.2038,Finland
Uros,Sinanovic,12.3.2034,Slovenia
Tanner,Beaudoin,14.6.2035,Canada
Brandon,Adam,15.9.2035,Canada
Mattias,Jacobsson,2.5.2036,Sweden
Matus,Ivan,14.3.2035,Slovakia
Dean,Margairaz,16.12.2034,Switzerland
Luca,Rossi,21.10.2032,Canada
Nicolas,Caron,21.10.2034,Canada
Russell,MacPherson,1.6.2037,Canada
Tommi,Mustonen,13.9.2035,Finland
Lukás,Ivan,27.10.2035,Slovakia
Mitch,Coomes,5.9.2035,United States
Samuel,Ducharme,21.5.2036,Canada
Thomas,Dow,22.3.2038,Canada
Rostislav,Holoubek,6.3.2038,Czechia
Connor,Ambroz,3.5.2033,United States
Jon,Kohler,18.8.2036,Canada
Evgeny,Gaisin,13.2.2036,Russia
Daniel,Valla,22.9.2033,Finland
Dominik,Gulda,3.12.2035,Czechia
Marc-Antoine,Bowles,2.4.2036,Canada
Ryan,Martin,12.11.2033,Canada
Nicholas,Butler,24.11.2034,United States
Deverick,Roubos,1.8.2038,Canada
Adam,Cote,22.1.2038,Canada
Adam,Woroniuk,21.2.2034,Canada
Daylan,Sambrook,10.10.2033,Canada
Andrew,Magee,4.10.2035,Canada
Michael,Wiebe,21.12.2036,Canada
Jack,Tyson,23.3.2036,United States
Olivier,King,25.4.2035,Canada
Sebastian,Michel,28.6.2038,Sweden
William,Pietila,5.6.2033,United States
Max,McLeod,3.10.2036,Canada
William,Hansson,8.8.2034,Sweden
Buddy,Camper,17.11.2034,United States
Joe,Eruzione,15.12.2032,United States
Ryan,Tessier,14.6.2036,Canada
Nolan,Beattie,16.1.2037,Canada
Andreas,Valli,21.9.2036,Finland
Travis,Campanale,10.10.2033,United States
Petr,Kolar,6.5.2036,Czechia
Jacob,Eaton,14.12.2036,United States
Raimonds,Gauracs,18.2.2038,Latvia
Alain,O'Brien,2.9.2034,Canada
Riley,Cummins,7.10.2034,Canada
Ryan,McCaig,2.6.2034,Canada
Linden,Arsenault,14.2.2033,Canada
Thierry,Viveiros,23.5.2034,Canada
Tyler,Martel,4.4.2037,Canada
Christian,Berger,11.7.2033,Canada
David,Wimmer,2.11.2037,Austria
William,Chabot,11.5.2038,Canada
Gabriel,O'Brien,12.9.2036,United States
Brek,Kearney,21.12.2037,United States
Doug,Robins,24.12.2036,Canada
Thomas,Piacentini,11.1.2033,United States
Joachim,Mattsson,6.4.2034,Sweden
Ryan,Fleurent,26.12.2034,United States
Alex,Brett,3.11.2035,Canada
John,Crunk,19.7.2036,United States
Andreas,Svensson,18.7.2036,Denmark
Quinn,Hamelin,5.11.2033,Canada
Cody,Thrower,20.10.2033,Canada
Daniel,Styrman,14.5.2034,Sweden
Juha,Rajala,26.2.2038,Finland
Tyler,Berger,17.2.2035,United States
Ilya,Vasiljev,18.6.2033,Russia
Logan,Poirier,30.6.2037,Canada
Alejandro,Rennaker,15.9.2037,United States
Adam,Veillette,1.7.2037,Canada
Rostislav,Homola,21.11.2033,Czechia
Adam,Zeman,11.2.2038,Czechia
Jussi,Korkiakoski,18.7.2035,Finland
Jace,Kirwan,28.9.2035,United States
Hannes,Makolli,5.7.2036,Sweden
Giacomo,Diethelm,25.6.2037,Switzerland
Joni,Tenkanen,16.4.2035,Finland
Max,Allepot,26.10.2034,Canada
Juha,Hirvonen,1.1.2038,Finland
Zac,Meyer,14.1.2036,United States
Konstantin,Lapin,24.9.2035,Belarus
Griffin,Estephan,9.9.2033,Canada
Jody,Leiter,18.2.2036,Canada
Cole,Lorenz,24.5.2038,Canada
Jakub,Huna,6.4.2037,Slovakia
Johnathan,Baillargeon,30.10.2032,United States
Alec,Ferriero,5.10.2033,United States
Neil,Hannoun,1.6.2034,Canada
Zack,Provost,29.11.2037,Canada
Zac,Lynch,15.6.2034,United States
Renato,Zappacosta,10.6.2035,Italy
Christian,Krauss,14.1.2033,Germany
Conny,Petrovic,22.2.2034,Sweden
Jack,Pace,29.9.2035,United States
Max,O'Halloran,15.10.2035,Canada
Ken,Heidt,27.1.2037,Canada
Jake,Luukko,5.5.2038,United States
Guillaume,Baribeau,19.10.2035,Canada
Pontus,Wahlgren,15.8.2038,Sweden
Sven,Ziegler,9.7.2033,Germany
Jonathon,Desautels,5.10.2037,Canada
Chase,Gorskie,6.9.2038,United States
Denis,Bagaev,6.6.2038,Canada
Connor,Warmuth,23.1.2038,United States
Timur,Ostrovsky,2.2.2034,Russia
Justin,Graham,21.12.2032,Canada
Jared,Lasch,25.10.2036,United States
Morten,Arnesen,28.3.2035,Norway
Anton,Hallin,23.12.2034,Sweden
Kris,Amadio,1.11.2032,Canada
Nicholas,Sawyer,24.2.2038,Canada
Kari,Talvitie,1.3.2038,Finland
Thomas,Raman,19.12.2035,Canada
Nick,Witkowski,15.8.2033,United States
Thomas,Kapcheck,9.2.2034,United States
Alberto,Sim,28.3.2038,Canada
Luke,Roehl,26.8.2038,United States
Jake,Stovin,31.3.2037,Canada
Alexander,Nygren,11.4.2038,Sweden
Ross,Carabelli,4.5.2037,United States
Alexey,Malenkikh,1.12.2037,Russia
Phil,Desautels,8.10.2036,Canada
Roman,Sidorov,4.5.2036,Russia
Sammy,De Norre,9.9.2035,Belgium
Brody,Lemire,11.10.2037,Canada
Adam,Hallberg,16.12.2032,Sweden
Kalle,Olsson,25.12.2032,Sweden
Jaakko,Markkanen,18.12.2036,Finland
Scott,Combs,18.5.2035,United States
Daniel,Ayloff,26.7.2034,New Zealand
Ryan,Shero,21.3.2033,United States
Artyom,Zhirov,21.5.2036,Russia
Oscar,Nordlander,8.9.2033,Sweden
Ivan,Yudin,14.8.2036,Russia
Chun Long,Hu,21.4.2037,China
Andy,Brandi,25.4.2038,Switzerland
Pekka,Sopanen,24.9.2037,Finland
Alexis,Paquette,1.2.2034,Canada
Tyler,Charron,17.1.2038,Canada
Rafael,Arce,3.4.2035,Mexico
Erik,Trska,3.8.2033,Slovakia
Gustav,Wiktorsson,16.2.2036,Sweden
Martin,Robail,13.4.2038,France
William,Broeng,3.10.2037,Sweden
Mathieu,Fabre,18.9.2032,France
Josef,Gula,14.11.2035,Czechia
Artyom,Baga,23.1.2033,Belarus
Tyler,Rutledge,15.10.2036,United States
Chang-Hoon,Yang,8.7.2036,South Korea
Kevin,Ragnarsson,30.6.2036,Sweden
Ville,Haapala,22.11.2033,Finland
Roberto,Miletic,4.11.2037,Croatia
Alain,Robertson,25.5.2035,Canada
Garth,Callaghan,12.3.2034,Canada
Alexandr,Ivannikov,22.6.2037,Russia
Santtu,Nissinen,19.1.2036,Finland
Jussi,Mattsson,11.4.2034,Finland
Frode,Nilsen,4.3.2037,Norway
Adam,Soukup,2.3.2037,Czechia
Miha,Rozman,29.8.2033,Slovenia
Carter,Barker,22.3.2035,Canada
Maxim,Gorbunov,16.7.2033,Russia
Oldrich,Berger,14.9.2037,Czechia
Michal,Gebauer,11.8.2037,Czechia
Niklas,Pennanen,21.2.2035,Finland
Blake,Cairns,16.1.2033,Canada
Edgars,Bespalovs,21.8.2034,Latvia
Jurgis,Dzerins,22.4.2035,Latvia
Patriks,Bukarts,14.4.2036,Latvia
Ludovic,Auriac,29.1.2033,Canada
John,Andrews,5.6.2034,United States
Zdenko,Mihálik,30.8.2035,Slovakia
Miikka,Kari-Koskinen,8.10.2037,Finland
Saku,Heikkinen,27.4.2035,Finland
Tore,Kristiansen,12.1.2038,Norway
Pontus,Bergstrand,5.3.2038,Sweden
Arvid,Ripstrand,10.2.2035,Sweden
Yury,Nurgaliyev,25.9.2037,Russia
Simo,Kukkonen,19.6.2038,Finland
Walter,Baltisberger,28.8.2036,Switzerland
Lawson,Hawel,30.8.2037,Canada
Daniiar,Aubakirov,27.9.2034,Kazakhstan
Raimondas,Stazys,29.8.2038,Lithuania
Michal,Mikus,12.9.2034,Slovakia
Philip,Endler,7.3.2034,Sweden
Florian,Grimm,11.12.2035,Germany
Dawson,Paquin,19.7.2036,Canada
Raymond,Landry,12.8.2034,Canada
Daniel,Antonietti,14.8.2038,Switzerland
Konstantin,Marushev,29.1.2037,Russia
Pawel,Baran,25.11.2032,Poland
Eugene,Shevchenko,21.6.2035,Ukraine
Paul,Kunert,13.5.2037,Germany
Mircea,Ene,30.5.2037,Romania
Richárd,Virág,3.3.2038,Hungary
Max,Carrier,17.4.2035,Canada
Marko,Stanic,12.12.2036,Serbia
Berkley,Cipollone,6.10.2037,United States
Rene,Asensio,12.9.2033,Spain
Daniel,Ferizi,19.9.2036,Sweden
Matic,Tomazic,9.8.2036,Slovenia
Sebastian,Mølgaard,1.8.2033,Denmark
Emil,Bechmann,16.5.2035,Denmark
Jon,Ahlgren,6.7.2035,United States
Michael,Dunlop,9.7.2037,Great Britain
Dylan,LaBossiere,10.10.2037,Canada
Martin,Goc,29.8.2036,Germany
Kazuya,Takahashi,18.9.2034,Japan
Rem,Addesa,19.2.2033,United States
Jakub,Docekal,3.4.2035,Czechia
Lukas,Schmitt,9.11.2032,Germany
Elia,Seiler,23.3.2033,Switzerland
